,BG32,BG41,BG43,BG2,BG3,BG6,BG8,BG72,BG68,BG78,BG52,BG53,BG55,BG22,BG25,BG23
TRINITY_DN50647_c0_g1,1.098,0,0.662,0,0,1.172,0.66,1.72,0,1.64,0,8.699,5.927,0,1.294,1.203
TRINITY_DN180364_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN54999_c5_g1,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0.114,0,0
TRINITY_DN36080_c0_g1,0,0,0,0,0.341,0.154,0,0,0,0.221,0.077,0.082,0,0,0,0
TRINITY_DN34830_c0_g1,0.06,0.275,0.46,2.08,0,0.067,0.078,0.733,0.859,0.259,0.278,4.124,5.434,0.208,3.552,7.178
TRINITY_DN61374_c19_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN176090_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN56569_c6_g5,0,1.576,2.647,1.466,1.129,0.769,3.281,3.185,2.097,3.654,1.785,0.778,1.408,0.189,3.022,1.006
TRINITY_DN59827_c14_g1,0.839,0,0.499,0.463,0.487,0.442,0,0,0,0,0,0,0,0,0,0.467
TRINITY_DN64037_c4_g3,0.509,0.779,0.71,0.819,0.837,0.653,0.971,0.899,1.068,1.017,0.816,3.951,1.103,0.749,0.679,0.716
TRINITY_DN94421_c0_g1,0,0,0,0.172,0,0.086,0,0,0,0,0,0,0,0.085,0,0
TRINITY_DN99725_c0_g1,0.19,0,0,0,0.672,0.605,0.223,0.596,0,0.192,0,0,0,0.208,0.223,0.415
TRINITY_DN57090_c4_g4,0,0.437,0.604,0.56,0,1.066,0.602,0.528,2.436,0.499,2.179,0,0.775,1.63,0.594,1.099
TRINITY_DN205811_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN116510_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN61807_c4_g3,0.06,0.057,0,0,0.068,0,0,0,0,0.058,0.067,0.256,0,0,0,0
TRINITY_DN57329_c6_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN40808_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN183392_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN85901_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN200861_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN67727_c10_g1,0.15,0.266,0.182,0.172,0.36,0,0.553,0.156,0.19,0.307,0,0,0,0.834,0.721,0.342
TRINITY_DN55459_c4_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN51795_c4_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN72119_c0_g1,0,0.437,0,0,0,0,0,0.264,0.309,0.249,0,0.532,0,0,0.891,0.83
TRINITY_DN68287_c12_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN44874_c0_g1,0,0,0,0,0,0.25,0,0.059,0,0,0,0,0,0,0,0
TRINITY_DN66658_c0_g6,0.15,0.503,0.173,0.485,0.175,0.231,0.437,0.616,0.27,0.221,0.317,1.699,0.446,0.474,0.17,0.477
TRINITY_DN25889_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN65121_c13_g1,2.057,2.041,2.829,0.657,1.032,1.249,1.049,3.674,1.068,2.052,0,2.17,1.361,0,0.689,0.322
TRINITY_DN47440_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN61135_c1_g5,0,0,0,0,0,0,0,0.166,0,0,0,0,0,0,0,0
TRINITY_DN56826_c0_g3,1.778,2.26,2.062,2.446,1.772,2.094,2.281,1.807,2.166,1.899,2.198,2.026,2.183,2.198,1.718,2.24
TRINITY_DN57608_c2_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN56316_c8_g1,2.826,3.295,2.896,3.169,2.239,2.584,3.01,3.322,2.196,2.954,2.169,3.091,4.108,2.805,2.577,3.247
TRINITY_DN51228_c4_g1,20.661,15.031,17.55,18.613,20.144,19.405,18.33,19.706,21.954,21.818,21.334,15.065,17.464,15.378,17.135,14.117
TRINITY_DN54299_c4_g1,0.29,0.503,0.527,0.981,0.691,0.932,1.223,0,0.359,0.882,0.317,0.778,1.127,0.957,0.689,0
TRINITY_DN50978_c3_g6,0.07,0,0,0,0,0,0.087,0.215,0,0,0,0.512,0,0.076,0,0
TRINITY_DN49639_c0_g3,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0,0,0
TRINITY_DN178690_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN63783_c9_g2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN50773_c6_g1,5.482,5.232,5.927,5.895,5.355,5.735,5.747,5.217,6.26,5.256,7.265,2.671,5.622,5.893,7.688,4.74
TRINITY_DN48787_c1_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN68145_c6_g8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN130531_c0_g1,0,0,1.237,1.53,0,0,0,0,0.419,1.026,0,0,0,0,0,0.757
TRINITY_DN82857_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN85030_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN60217_c3_g3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN161158_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN51004_c4_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN67718_c14_g1,0,0,0,0,0,0.269,0,0,0,0.249,0.278,0,0,0,0,0
TRINITY_DN51646_c16_g2,0,0,0.182,0,0,0,0,0.039,0,0,0,0.072,0.059,0,0.085,0.083
TRINITY_DN90845_c0_g1,0,0,0,0,0.282,0,0,0,0,0.47,0,0,0,0,0,0
TRINITY_DN184047_c10_g2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN54149_c6_g1,0,0,0,0,0,0,0,0,0,0,0,0.205,0,0,0,0
TRINITY_DN52931_c16_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN8488_c0_g1,0,0.456,2.196,0.668,0.428,0.384,0.767,0.762,0.439,0,0.393,0,1.69,1.971,0.424,0.405
TRINITY_DN96083_c0_g1,0,0,0,0,0.253,0,0,0,0,0,0.23,0,0,0,0,0
TRINITY_DN86949_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN62741_c7_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373
TRINITY_DN57028_c1_g1,0.369,0.199,0.278,0.054,0.214,0.048,0.379,0.43,0.22,0.364,0.345,0.235,0.07,0.152,0.212,0.104
TRINITY_DN53364_c1_g1,3.046,3.171,2.877,4.494,3.593,3.026,2.883,4.094,4.792,3.136,3.215,7.164,6.631,2.53,3.319,5.819
TRINITY_DN41688_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN130995_c0_g1,0.2,1.016,0.24,0,0.458,0.624,0.466,0,0.479,0.393,0.845,0.624,0,0.635,0,0.861
TRINITY_DN55724_c5_g6,0.999,0.722,1.208,0.183,0.974,0.173,0.592,1.045,1.208,0.163,0.182,0.532,0.516,0.18,0.392,0
TRINITY_DN54909_c0_g1,0.589,0,0,0,0,0.423,0,0.41,0,0.192,0.422,0,0,0,0,0
TRINITY_DN138488_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN67938_c5_g10,0,0,0,0.539,0,0,0,0,0,0.489,0,0,0,0,0,0
TRINITY_DN50974_c7_g5,0,0,0,0.086,0,0,0,0,0.02,0,0,0.031,0.129,0,0,0.041
TRINITY_DN57896_c2_g1,0,0,0,0.345,0,0,0.369,0,0,0,0,0,0,0.332,0,0.674
TRINITY_DN51325_c0_g4,2.676,4.111,3.011,3.416,3.339,4.131,4.184,3.683,4.353,3.75,2.994,2.948,2.805,4.008,3.913,3.776
TRINITY_DN78741_c0_g1,0,0.152,0,0,0,0.096,0,0.371,0.11,0,0.096,0.757,0.282,0,0.212,0.695
TRINITY_DN57196_c6_g5,0,0.294,0.451,0,0,0,0,0,0.928,0,0,0,0,0,0,0
TRINITY_DN121692_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0.266,0,0,0,0
TRINITY_DN22041_c0_g1,0,0.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN193155_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN102035_c0_g1,0,0.237,0,0,0,0,0,0,0,0.134,0,0,0,0,0,0
TRINITY_DN64853_c4_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN41479_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN65182_c8_g2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN68727_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN65099_c3_g1,0,0,0,0,0,0,0,0,0.14,0.115,0,0,0,0,0,0
TRINITY_DN53594_c12_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN66951_c4_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN58706_c7_g1,0.22,0.76,0.527,0,0.263,0.471,0.524,0.234,0,0.441,0.24,0.235,0,0,0.254,0.488
TRINITY_DN183089_c0_g1,0,0.693,0.489,0,0,1.287,0,0,0.978,0,0,0,0,0,0,0
TRINITY_DN52081_c1_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853,0,0
TRINITY_DN65995_c0_g4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN62745_c12_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN67631_c12_g1,5.253,4.016,4.335,0.334,1.227,2.709,3.767,6.409,2.366,4.488,0.326,40.815,5.317,1.298,0.35,2.469
TRINITY_DN63103_c18_g1,0.979,1.177,1.41,0.873,1.48,0.826,1.282,0.909,0.829,0.969,0.633,0.819,1.045,1.052,1.145,1.068
TRINITY_DN57399_c7_g2,0.21,0.285,0.269,0.269,0.643,0.288,0.252,0.205,0.22,0.182,0.25,0.051,0.282,0.275,0.244,0.301
TRINITY_DN51331_c10_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN125707_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN76543_c0_g1,0,0,0,0.442,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN53183_c2_g3,1.288,1.187,0.758,1.509,1.09,1.393,1.476,0.948,1.018,1.045,0.988,1.382,0.822,1.184,0.933,1.38
TRINITY_DN64459_c5_g5,0,0,0,0,0,0.106,0,0,0,0,0,0.051,0,0.057,0,0
TRINITY_DN52141_c6_g3,0.09,0.095,0.058,0.022,0.078,0.096,0.029,0.117,0.03,0.115,0,0.092,0,0.37,0.212,0.073
TRINITY_DN62713_c6_g4,0,0,0,0,0,0,0,0.186,0,0,0,0,0,0,0,0
TRINITY_DN64306_c5_g3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN59298_c2_g2,0,0,0,0,0,0,0,0,0,0,0,0.164,0,0,0,0
TRINITY_DN52235_c3_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN52517_c5_g2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN51086_c2_g1,2.437,2.82,1.573,2.188,3.826,0.692,6.243,6.81,3.175,0.691,2.831,6.202,4.026,1.412,1.856,2.147
TRINITY_DN80173_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN65252_c10_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN65093_c5_g2,1.488,1.282,2.388,3.309,1.159,5.264,2.369,1.036,1.198,1.477,2.678,1.566,1.526,0.54,0,1.089
TRINITY_DN62244_c11_g2,0,0,0.096,0,0,0,0.029,0.029,0.03,0,0,0,0.082,0.038,0,0
TRINITY_DN55010_c6_g7,0,0,0,0.065,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN162860_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161,0,0
TRINITY_DN54912_c13_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN58860_c3_g3,0.469,0.893,0.94,0.754,0.623,0.442,0.699,0.801,0.469,0.47,0.633,0.471,0.786,0.91,0.541,0.757
TRINITY_DN64134_c6_g5,0.29,0.247,0.355,0,0,0,0,0,0,0,0,0,0,0,0.339,0
TRINITY_DN56741_c3_g5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN66635_c4_g2,0,0.285,0,0,0,0,0,0,0,0.326,0,0,0,0,0,0
TRINITY_DN62561_c6_g7,0.589,0.76,1.055,0.819,1.714,0.471,0.874,1.065,1.068,1.017,0.95,1.852,3.38,0.635,0.859,0.799
TRINITY_DN58538_c8_g1,0.379,0.323,0.604,0.28,0,0.403,0.524,0.723,0.3,0.192,0.749,0.133,0.094,0.066,0.074,0.27
TRINITY_DN73636_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN61617_c7_g1,0,0.057,0,0,0,0.154,0,0,0,0.144,0,0,0,0,0,0
TRINITY_DN59926_c5_g1,0.27,0.465,0.643,0.345,0.37,0.471,0.427,0.371,0.27,0.086,0.192,0.328,0.962,0.578,0.732,0.394
TRINITY_DN56876_c6_g1,6.721,2.307,4.757,3.632,2.716,2.085,2.146,3.664,6.369,2.378,2.601,5.404,5.974,4.226,4.114,6.099
TRINITY_DN41831_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0.446
TRINITY_DN54130_c6_g2,1.478,1.282,0.71,1.649,4.849,2.2,4.951,0,1.078,1.18,4.165,0.942,4.108,2.246,1.389,4.543
TRINITY_DN58636_c8_g2,6.751,7.549,6.406,4.699,5.783,5.293,6.359,5.774,9.285,5.524,8.234,8.075,6.549,7.409,7.295,8.962
TRINITY_DN74793_c0_g1,0,0,0,0,0.234,0.432,0.243,0,0,0,0,0,0,0,0,0
TRINITY_DN56761_c4_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0
TRINITY_DN50938_c6_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN66821_c4_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN1321_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN52381_c1_g2,0.31,0.399,0,0.172,0.72,0.163,0,1.124,0,0.153,0.163,0.491,0,0.332,0.18,1.017
TRINITY_DN50115_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN66608_c10_g4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN50176_c0_g2,3.795,2.858,2.992,3.535,2.113,2.834,2.728,3.517,2.715,2.283,1.564,3.418,3.873,2.833,4.263,4.035
TRINITY_DN51242_c11_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN128316_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207
TRINITY_DN56337_c1_g1,0,0.237,0,0,0,0,0,0.137,0.17,0,0,0,0,0,0.159,0.301
TRINITY_DN21908_c0_g1,0,0.066,0,0,0.097,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN68307_c9_g1,0,0,0,0,0,0.442,1,0,0,0,0,0,0,0,0,0
TRINITY_DN60265_c6_g3,3.066,7.264,1.956,2.975,4.449,3.602,3.349,4.895,4.602,1.717,1.027,2.722,4.026,9.371,6.171,4.512
TRINITY_DN53419_c6_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN63391_c1_g1,0,0,0.518,0.474,0.497,0,0,0.449,0,0,0.461,0.45,1.314,0.464,0.498,0
TRINITY_DN116662_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0.376,0,0,0
TRINITY_DN64187_c7_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN54850_c2_g3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN38787_c1_g1,0,0,0.537,0.377,0,0,0,0.811,0.539,0.221,0,0,0,0,0,0
TRINITY_DN159760_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN88116_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0.307,0,0,0,0
TRINITY_DN99170_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN137248_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN61158_c1_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN147679_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN144249_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN67995_c14_g2,2.207,2.962,3.174,3.837,3.359,3.372,3.311,1.954,3.225,2.1,3.052,4.851,5.622,4.036,2.948,4.688
TRINITY_DN68221_c2_g6,0,0,0.537,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN74761_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN54549_c1_g1,0,0.475,0.499,0.151,0.166,0.586,0.466,0.713,0.17,0.681,0.298,0.44,0.423,0,0.329,0.456
TRINITY_DN116817_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN64220_c11_g5,0.16,0.608,0.23,0.819,0.136,0.413,0.097,0.205,0.14,0,0.038,0.655,1.021,0.256,0.965,0.934
TRINITY_DN63646_c4_g1,3.755,2.155,2.58,2.393,5.637,2.843,2.349,2.237,0.869,1.602,1.929,1.699,2.206,1.156,2.524,1.566
TRINITY_DN63138_c1_g1,0,0.114,0.163,0.151,0.312,0,0.165,0.137,0,0.269,0,0,0,0.142,0.318,0.301
TRINITY_DN60377_c11_g1,0,0,0,0,0.204,0,0,0.361,0,0,0,0.184,0,0.189,0,0.373
TRINITY_DN59213_c3_g2,7.37,12.476,19.286,10.831,9.337,7.041,7.349,12.477,7.108,10.425,7.265,9.436,8.885,14.174,8.144,5.342
TRINITY_DN60682_c6_g2,0.21,0,0,0.701,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN37190_c0_g1,0.03,0.057,0.355,0.938,0.302,0.24,0.039,0.234,0.629,0.096,0.211,1.29,1.69,0,0.148,0.529
TRINITY_DN53291_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN124739_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN57782_c7_g1,0,0,0,0,0,0.183,0,0,0,0,0,0,0,0,0,0.187
TRINITY_DN55772_c3_g5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN69693_c0_g1,0,0.171,0,0.108,0,0,0,0.098,0,0,0,0.102,0,0,0.117,0
TRINITY_DN68196_c2_g7,4.783,6.447,11.163,2.328,3.846,5.399,1.068,6.536,1.088,5.064,1.612,1.259,4.601,1.289,3.16,1.96
TRINITY_DN65496_c1_g1,3.655,3.675,12.439,3.384,4.965,4.515,13.786,6.966,5.161,5.438,7.898,4.483,1.866,6.576,3.573,7.333
TRINITY_DN60789_c7_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
